split,variant,typology,rings,caught,ring_recall,alert_budget
LI-Small,gnn_with_format,BIPARTITE,8,0,0.0,0.001
LI-Small,gnn_with_format,CYCLE,10,0,0.0,0.001
LI-Small,gnn_with_format,FAN-IN,6,0,0.0,0.001
LI-Small,gnn_with_format,FAN-OUT,10,0,0.0,0.001
LI-Small,gnn_with_format,GATHER-SCATTER,8,0,0.0,0.001
LI-Small,gnn_with_format,RANDOM,8,0,0.0,0.001
LI-Small,gnn_with_format,SCATTER-GATHER,9,0,0.0,0.001
LI-Small,gnn_with_format,STACK,9,0,0.0,0.001
